公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
002343,慈文传媒,慈文传媒股份有限公司,"CIWEN MEDIA Co.,Ltd.",浙江省嘉兴市昌盛南路36号嘉兴智慧产业创新园智慧大厦B座1001室,002343,慈文传媒,2010-01-26,"314,510,000","219,689,296",,,,0,0,华东,浙江,嘉兴市,R 文化传播,www.ciwen.com.cn
002344,海宁皮城,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd",浙江省海宁市海州西路201号,002344,海宁皮城,2010-01-26,"1,120,000,000","1,105,859,382",,,,0,0,华东,浙江,嘉兴市,L 商务服务,www.zgpgc.com
002345,潮宏基,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO., LTD.",广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼,002345,潮宏基,2010-01-28,"845,111,200","829,926,595",,,,0,0,华南,广东,汕头市,C 制造业,www.chjchina.com
002346,柘中股份,上海柘中集团股份有限公司,"Shanghai Zhezhong Group Co., Ltd",上海市奉贤区浦卫公路50号,002346,柘中股份,2010-01-28,"441,575,416","79,800,000",,,,0,0,华东,上海,上海市,C 制造业,www.ch-zzcc.com
002347,泰尔股份,泰尔重工股份有限公司,"Taier Heavy Industry Co., Ltd.",安徽省马鞍山市经济技术开发区超山路669号,002347,泰尔股份,2010-01-28,"449,350,562","327,591,142",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.taiergroup.com
002348,高乐股份,广东高乐玩具股份有限公司,"Goldlok Toys Holdings (GuangDong) Co.,Ltd",广东省普宁市占陇加工区振如大厦,002348,高乐股份,2010-02-03,"947,200,000","733,286,964",,,,0,0,华南,广东,揭阳市,C 制造业,www.goldlok.com
002349,精华制药,精华制药集团股份有限公司,"NANTONG JINGHUA PHARMACEUTICAL CO., LTD.",江苏省南通市港闸经济开发区兴泰路9号,002349,精华制药,2010-02-03,"420,294,831","298,124,828",,,,0,0,华东,江苏,南通市,C 制造业,www.ntjhzy.com
002350,北京科锐,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,LTD",北京市海淀区上地创业路8号3号楼4层,002350,北京科锐,2010-02-03,"218,280,000","217,576,001",,,,0,0,华北,北京,北京市,C 制造业,www.creat-da.com.cn
002351,漫步者,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",广东省深圳市南山区科技园深南大道9998号万利达科技大厦22层9单元,002351,漫步者,2010-02-05,"588,000,000","279,903,900",,,,0,0,华南,广东,深圳市,C 制造业,www.edifier.com;www.manbuzhe.com
002352,鼎泰新材,马鞍山鼎泰稀土新材料股份有限公司,"Maanshan Dingtai Rare Earth & New Material Co., Ltd.",安徽省马鞍山市当涂工业园,002352,鼎泰新材,2010-02-05,"233,492,340","132,563,760",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.dingtaicn.com
002353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",山东省烟台市莱山区杰瑞路5号,002353,杰瑞股份,2010-02-05,"957,853,992","673,354,567",,,,0,0,华东,山东,烟台市,C 制造业,www.jereh.com
002354,天神娱乐,大连天神娱乐股份有限公司,"Dalian Zeus Entertainment Co., Ltd.",辽宁省大连市中山区致富街31号905单元,002354,天神娱乐,2010-02-09,"292,086,511","117,228,556",,,,0,0,东北,辽宁,大连市,I 信息技术,www.tianshenyule.com
002355,兴民智通,兴民智通（集团）股份有限公司,"Xingmin Intelligent Transportation Systems (Group) Co., Ltd.",山东省龙口市龙口经济开发区,002355,兴民智通,2010-02-09,"513,700,050","342,156,276",,,,0,0,华东,山东,烟台市,C 制造业,www.xingmin.com
002356,赫美集团,深圳赫美集团股份有限公司,"Shenzhen Hemei Group Co.,LTD.",广东省深圳市坪山新区金牛西路16号华瀚科技工业2号厂房218A,002356,赫美集团,2010-02-09,"310,474,440","240,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.hemei.cn
002357,富临运业,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group CO., LTD.",四川省绵阳市绵州大道北段98号,002357,富临运业,2010-02-10,"313,489,036","313,247,259",,,,0,0,西南,四川,绵阳市,G 运输仓储,www.scflyy.cn
002358,森源电气,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd.",河南省长葛市魏武路南段西侧,002358,森源电气,2010-02-10,"929,756,977","776,272,416",,,,0,0,华中,河南,许昌市,C 制造业,www.hnsyec.com
002359,齐星铁塔,山东齐星铁塔科技股份有限公司,"SHANDONG QIXING IRON TOWER CO., LTD.",山东省邹平县开发区会仙二路,002359,齐星铁塔,2010-02-10,"416,800,000","416,510,448",,,,0,0,华东,山东,滨州市,C 制造业,www.qxtt.cn
002360,同德化工,山西同德化工股份有限公司,"SHANXI TOND CHEMICAL CO.,LTD.",山西省河曲县文笔镇焦尾城大茂口,002360,同德化工,2010-03-03,"391,512,600","254,765,457",,,,0,0,华北,山西,忻州市,C 制造业,www.tondchem.com
002361,神剑股份,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd",安徽省芜湖经济技术开发区桥北工业园保顺路8号,002361,神剑股份,2010-03-03,"862,595,596","548,245,484",,,,0,0,华东,安徽,芜湖市,C 制造业,www.shen-jian.com
002362,汉王科技,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",北京市海淀区东北旺西路8号5号楼三层,002362,汉王科技,2010-03-03,"214,102,792","176,424,682",,,,0,0,华北,北京,北京市,C 制造业,www.hanwang.com.cn
002363,隆基机械,山东隆基机械股份有限公司,"SHANDONG LONGJI MACHINERY CO.,LTD.",山东省龙口市外向型经济开发区,002363,隆基机械,2010-03-05,"385,873,624","385,565,495",,,,0,0,华东,山东,烟台市,C 制造业,www.longjigroup.cn
002364,中恒电气,杭州中恒电气股份有限公司,"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",浙江省杭州市高新区之江科技工业园东信大道69号,002364,中恒电气,2010-03-05,"563,564,960","427,319,683",,,,0,0,华东,浙江,杭州市,C 制造业,www.hzzh.com
002365,永安药业,潜江永安药业股份有限公司,"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",湖北省潜江经济开发区广泽大道2号,002365,永安药业,2010-03-05,"187,000,000","153,945,025",,,,0,0,华中,湖北,潜江市,C 制造业,www.chinataurine.com
002366,台海核电,台海玛努尔核电设备股份有限公司,"Taihai Manoir Nuclear Equipment Co., Ltd.",四川省青神县黑龙镇,002366,台海核电,2010-03-12,"433,528,675","230,825,540",,,,0,0,西南,四川,眉山市,C 制造业,www.scdanfu.cn
002367,康力电梯,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",江苏省汾湖高新技术产业开发区康力大道888号,002367,康力电梯,2010-03-12,"797,652,687","459,136,071",,,,0,0,华东,江苏,苏州市,C 制造业,www.canny-elevator.com
002368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,北京市海淀区北四环中路211号,002368,太极股份,2010-03-12,"415,597,227","362,653,809",,,,0,0,华北,北京,北京市,I 信息技术,www.taiji.com.cn
002369,卓翼科技,深圳市卓翼科技股份有限公司,"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD.",广东省深圳市南山区西丽民企科技工业园5栋,002369,卓翼科技,2010-03-16,"484,002,950","417,461,315",,,,0,0,华南,广东,深圳市,C 制造业,www.zowee.com.cn
002370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",浙江省绍兴市柯桥区云集路1152号,002370,亚太药业,2010-03-16,"268,247,228","203,619,725",,,,0,0,华东,浙江,绍兴市,C 制造业,www.ytyaoye.com
002371,七星电子,北京七星华创电子股份有限公司,"Beijing Sevenstar Electronics Co.,Ltd.",北京市朝阳区酒仙桥东路1号,002371,七星电子,2010-03-16,"458,004,372","163,524,086",,,,0,0,华北,北京,北京市,C 制造业,www.sevenstar.com.cn
002372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",浙江省临海经济开发区,002372,伟星新材,2010-03-18,"775,696,740","680,108,814",,,,0,0,华东,浙江,台州市,C 制造业,www.china-pipes.com
002373,千方科技,北京千方科技股份有限公司,"China TransInfo Technology Co., Ltd",北京市海淀区学院路39号1幢唯实大厦901A室,002373,千方科技,2010-03-18,"1,104,376,432","466,764,562",,,,0,0,华北,北京,北京市,I 信息技术,www.ctfo.com
002374,丽鹏股份,山东丽鹏股份有限公司,"SHANDONG LIPENG CO.,LTD",山东省烟台市牟平区姜格庄街道办事处丽鹏路1号,002374,丽鹏股份,2010-03-18,"877,427,468","502,457,888",,,,0,0,华东,山东,烟台市,C 制造业,www.lp.com.cn
002375,亚厦股份,浙江亚厦装饰股份有限公司,"ZHEJIANG YASHA DECORATION CO.,LTD.",浙江省上虞市章镇工业新区,002375,亚厦股份,2010-03-23,"1,339,996,498","1,173,323,970",,,,0,0,华东,浙江,绍兴市,E 建筑业,www.chinayasha.com
002376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co.,Ltd.",山东省威海市火炬高技术产业开发区火炬路169号,002376,新北洋,2010-03-23,"631,490,090","571,505,959",,,,0,0,华东,山东,威海市,C 制造业,www.newbeiyang.com.cn
002377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-Tech Material Co.,Ltd",湖北省武汉市东湖新技术开发区武大园三路8号,002377,国创高新,2010-03-23,"434,700,500","431,947,325",,,,0,0,华中,湖北,武汉市,C 制造业,www.guochuang.com.cn
002378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co., Ltd.",江西省赣州市崇义县城塔下,002378,章源钨业,2010-03-31,"924,167,436","922,933,461",,,,0,0,华东,江西,赣州市,C 制造业,www.zy-tungsten.com
002379,*ST鲁丰,鲁丰环保科技股份有限公司,"Loften Environmental Technology Co.,Ltd",山东省博兴县滨博大街1568号,002379,*ST鲁丰,2010-03-31,"926,400,000","594,162,325",,,,0,0,华东,山东,滨州市,C 制造业,www.loften.com.cn
002380,科远股份,南京科远自动化集团股份有限公司,"Nanjing Keyuan Automatic Corporation Co.,Ltd",江苏省南京市江宁区秣陵街道清水亭东路1266号,002380,科远股份,2010-03-31,"239,991,649","105,942,456",,,,0,0,华东,江苏,南京市,C 制造业,www.sciyon.com
002381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",浙江省桐乡市洲泉镇晚村,002381,双箭股份,2010-04-02,"428,500,000","216,608,667",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.doublearrow.net
002382,蓝帆医疗,蓝帆医疗股份有限公司,"BLUE SAIL MEDICAL CO.,LTD.",山东省淄博市齐鲁化学工业区清田路21号,002382,蓝帆医疗,2010-04-02,"494,355,000","480,829,464",,,,0,0,华东,山东,淄博市,C 制造业,www.bluesail.cn
002383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science&Technology Co.,Ltd.",北京市海淀区知春路118号知春大厦1501室,002383,合众思壮,2010-04-02,"244,382,700","128,775,184",,,,0,0,华北,北京,北京市,C 制造业,www.unistrong.com
002384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision Manufacturing Co., Ltd",江苏省苏州市吴中区东山上湾村,002384,东山精密,2010-04-09,"847,390,270","551,654,770",,,,0,0,华东,江苏,苏州市,C 制造业,www.sz-dsbj.com
002385,大北农,北京大北农科技集团股份有限公司,"Beijing Dabeinong Technology Group Co.,Ltd",北京市海淀区中关村大街27号中关村大厦14层,002385,大北农,2010-04-09,"4,100,669,122","2,396,138,967",,,,0,0,华北,北京,北京市,C 制造业,www.dbn.com.cn
002386,天原集团,宜宾天原集团股份有限公司,"YIBIN TIANYUAN GROUP CO., LTD.",四川省宜宾市下江北,002386,天原集团,2010-04-09,"671,679,806","671,552,550",,,,0,0,西南,四川,宜宾市,C 制造业,www.ybty.com
002387,黑牛食品,黑牛食品股份有限公司,"BLACKCOW FOOD CO.,LTD.",广东省汕头市金平区岐山北工业片区02-02号,002387,黑牛食品,2010-04-13,"469,459,458","248,306,492",,,,0,0,华南,广东,汕头市,C 制造业,www.blackcow.cn
002388,新亚制程,深圳市新亚电子制程股份有限公司,"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",广东省深圳市福田区中康路卓越梅林中心广场（北区）1栋306A,002388,新亚制程,2010-04-13,"399,600,000","381,811,552",,,,0,0,华南,广东,深圳市,C 制造业,www.sunyes.cn
002389,南洋科技,浙江南洋科技股份有限公司,"Zhejiang Nanyang Technology Co., Ltd.",浙江省台州市开发区开发大道388号,002389,南洋科技,2010-04-13,"708,846,900","527,908,563",,,,0,0,华东,浙江,台州市,C 制造业,www.nykj.cc
002390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",贵州省黔南布依布依族苗族自治州罗甸县龙坪镇解放路96号,002390,信邦制药,2010-04-16,"1,704,895,788","711,549,399",,,,0,0,西南,贵州,贵阳市,C 制造业,www.xinbang.com
002391,长青股份,江苏长青农化股份有限公司,"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",江苏省扬州市江都经济开发区三江大道8号,002391,长青股份,2010-04-16,"359,486,180","220,416,690",,,,0,0,华东,江苏,扬州市,C 制造业,www.jscq.com
002392,北京利尔,北京利尔高温材料股份有限公司,"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",北京市昌平区小汤山镇小汤山工业园4号楼,002392,北京利尔,2010-04-23,"1,198,559,434","650,229,248",,,,0,0,华北,北京,北京市,C 制造业,www.bjlirr.com
002393,力生制药,天津力生制药股份有限公司,"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD.",天津市西青经济技术开发区赛达北一道16号,002393,力生制药,2010-04-23,"182,454,992","181,891,579",,,,0,0,华北,天津,天津市,C 制造业,www.lishengpharma.com
002394,联发股份,江苏联发纺织股份有限公司,Jiangsu lianfa textile Co.Ltd.,江苏省南通市海安县城东镇恒联路88号,002394,联发股份,2010-04-23,"323,700,000","323,700,000",,,,0,0,华东,江苏,南通市,C 制造业,www.lianfa.cn
002395,双象股份,无锡双象超纤材料股份有限公司,"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD",江苏省无锡市新区鸿山街道后宅中路,002395,双象股份,2010-04-29,"178,806,000","178,796,137",,,,0,0,华东,江苏,无锡市,C 制造业,www.sxcxgf.com
002396,星网锐捷,福建星网锐捷通讯股份有限公司,"Fujian Star-net Communication Co.,Ltd.",福建省福州市仓山区金山大道618号桔园洲星网锐捷科技园19-22栋,002396,星网锐捷,2010-06-23,"539,111,233","530,346,365",,,,0,0,华东,福建,福州市,C 制造业,www.star-net.cn
002397,梦洁股份,湖南梦洁家纺股份有限公司,"Hunan Mendale Hometextile Co.,LTD",湖南省长沙市高新技术产业开发区麓谷产业基地谷苑路168号,002397,梦洁股份,2010-04-29,"680,520,616","333,546,055",,,,0,0,华中,湖南,长沙市,C 制造业,www.mendale.com
002398,建研集团,厦门市建筑科学研究院集团股份有限公司,"XIAMEN ACADEMY OF BUILDING RESEARCH GROUP CO.,LTD.",福建省厦门市思明区湖滨南路62号,002398,建研集团,2010-05-06,"342,732,000","251,612,177",,,,0,0,华东,福建,厦门市,M 科研服务,www.xmabr.com
002399,海普瑞,深圳市海普瑞药业股份有限公司,"SHENZHEN HEPALINK PHARMACEUTICAL CO.,LTD.",广东省深圳市南山区松坪山郎山路21号,002399,海普瑞,2010-05-06,"1,247,201,704","1,247,201,704",,,,0,0,华南,广东,深圳市,C 制造业,www.hepalink.com
002400,省广股份,广东省广告集团股份有限公司,"Guangdong Advertising Group CO.,Ltd.",广东省广州市越秀区东风东路745号之二,002400,省广股份,2010-05-06,"1,341,028,560","1,097,061,001",,,,0,0,华南,广东,广州市,L 商务服务,www.gdadc.com
002401,中海科技,中海网络科技股份有限公司,"China Shipping Network Technology Co., Ltd.",上海市浦东新区民生路600号,002401,中海科技,2010-05-06,"303,240,000","300,307,962",,,,0,0,华东,上海,上海市,I 信息技术,www.cnshippingnt.com
002402,和而泰,深圳和而泰智能控制股份有限公司,"Shenzhen H&T Intelligent Control Co.,Ltd.",广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011,002402,和而泰,2010-05-11,"830,455,080","608,430,749",,,,0,0,华南,广东,深圳市,C 制造业,www.szhittech.com
002403,爱仕达,浙江爱仕达电器股份有限公司,"ZHEJIANG AISHIDA ELECTRIC CO., LTD.",浙江省温岭市经济开发区科技路2号,002403,爱仕达,2010-05-11,"350,320,801","289,097,250",,,,0,0,华东,浙江,台州市,C 制造业,www.chinaasd.com
002404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,"Zhejiang Jiaxin Silk Corp.,Ltd",浙江省嘉兴市中环西路588号,002404,嘉欣丝绸,2010-05-11,"520,650,000","398,980,888",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.jxsilk.cn
002405,四维图新,北京四维图新科技股份有限公司,"NavInfo Co.,Ltd.",北京市海淀区学院路7号弘彧大厦10层1002A室,002405,四维图新,2010-05-18,"1,066,527,265","1,011,681,182",,,,0,0,华北,北京,北京市,I 信息技术,www.navinfo.com
002406,远东传动,许昌远东传动轴股份有限公司,"Xuchang Yuandong Drive Shaft CO.,Ltd.",河南省许昌市北郊尚集镇,002406,远东传动,2010-05-18,"561,000,000","397,131,318",,,,0,0,华中,河南,许昌市,C 制造业,www.yodonchina.com
002407,多氟多,多氟多化工股份有限公司,"Do-Fluoride Chemicals Co., Ltd",河南省焦作市中站区焦克路,002407,多氟多,2010-05-18,"628,105,387","525,971,290",,,,0,0,华中,河南,焦作市,C 制造业,www.dfdchem.com
002408,齐翔腾达,淄博齐翔腾达化工股份有限公司,"ZIBO QIXIANG TENGDA CHEMICAL CO.,LTD.",山东省淄博市临淄区胶厂南路1号,002408,齐翔腾达,2010-05-18,"1,775,209,253","1,676,075,852",,,,0,0,华东,山东,淄博市,C 制造业,www.qxtdgf.com
002409,雅克科技,江苏雅克科技股份有限公司,"Jiangsu Yoke Technology Co., Ltd.",江苏省无锡宜兴经济开发区荆溪北路,002409,雅克科技,2010-05-25,"332,640,000","165,060,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.yokechem.com
002410,广联达,广联达科技股份有限公司,GLODON COMPANY LIMITED,北京市海淀区西北旺东路10号院东区13号楼,002410,广联达,2010-05-25,"1,119,361,939","866,957,813",,,,0,0,华北,北京,北京市,I 信息技术,www.glodon.com
002411,必康股份,江苏必康制药股份有限公司,JiangSu Bicon Pharmaceutical Listed Company,江苏省如东县沿海经济开发区黄海三路12号,002411,必康股份,2010-05-25,"1,532,283,909","288,208,955",,,,0,0,华东,江苏,南通市,C 制造业,www.jjjkj.com.cn
002412,汉森制药,湖南汉森制药股份有限公司,"Hunan Hansen Pharmaceutical Co.,Ltd.",湖南省益阳市银城南路龙岭工业园,002412,汉森制药,2010-05-25,"296,000,000","286,775,000",,,,0,0,华中,湖南,益阳市,C 制造业,www.hansenzy.com
002413,雷科防务,江苏雷科防务科技股份有限公司,"JIANGSU LEIKE DEFENSE TECHNOLOGY CO., LTD.",江苏省常州市武进区礼嘉镇建东村建华路南,002413,雷科防务,2010-05-28,"1,093,179,134","708,262,412",,,,0,0,华东,江苏,常州市,C 制造业,www.racodf.com
002414,高德红外,武汉高德红外股份有限公司,"Wuhan Guide Infrared CO.,LTD",湖北省武汉市东湖开发区黄龙山南路6号,002414,高德红外,2010-07-16,"624,256,031","464,876,646",,,,0,0,华中,湖北,武汉市,C 制造业,www.wuhan-guide.com
002415,海康威视,杭州海康威视数字技术股份有限公司,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD",浙江省杭州市滨江区阡陌路555号,002415,海康威视,2010-05-28,"6,102,706,885","4,714,054,947",,,,0,0,华东,浙江,杭州市,C 制造业,www.hikvision.com
002416,爱施德,深圳市爱施德股份有限公司,"Shenzhen Aisidi CO.,LTD.",广东省深圳市福田区泰然大道东泰然劲松大厦20F,002416,爱施德,2010-05-28,"1,032,734,839","971,044,901",,,,0,0,华南,广东,深圳市,F 批发零售,www.aisidi.com
002417,三元达,福建三元达通讯股份有限公司,"Fujian Sunnada Communication Co.,Ltd",福建省福州市鼓楼区五凤街道软件大道89号福州软件园产业基地二期7#楼,002417,三元达,2010-06-01,"270,000,000","197,962,004",,,,0,0,华东,福建,福州市,C 制造业,www.sunnada.com
002418,康盛股份,浙江康盛股份有限公司,"ZHE JIANG KANGSHENG CO.,LTD.",浙江省杭州市淳安县千岛湖镇康盛路268号,002418,康盛股份,2010-06-01,"1,136,400,000","553,608,276",,,,0,0,华东,浙江,杭州市,C 制造业,www.kasun.cn
002419,天虹商场,天虹商场股份有限公司,"RAINBOW DEPARTMENT STORE CO.,LTD.",广东省深圳市南山区中心路（深圳湾段）3019号天虹大厦9-14楼、17-20楼,002419,天虹商场,2010-06-01,"800,200,000","799,921,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.rainbow.cn
002420,毅昌股份,广州毅昌科技股份有限公司,"GUANGZHOU ECHOM SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市高新技术产业开发区科学城科丰路29号,002420,毅昌股份,2010-06-01,"401,000,000","388,907,942",,,,0,0,华南,广东,广州市,C 制造业,www.echom.com
002421,达实智能,深圳达实智能股份有限公司,"SHENZHEN DAS INTELLITECH CO., LTD.",广东省深圳市南山区高新技术产业园W1-A栋5楼,002421,达实智能,2010-06-03,"1,927,198,176","1,376,384,574",,,,0,0,华南,广东,深圳市,I 信息技术,www.chn-das.com
002422,科伦药业,四川科伦药业股份有限公司,"SICHUAN KELUN PHARMACEUTICAL CO., LTD.",四川省成都市新都卫星城工业开发区南二路,002422,科伦药业,2010-06-03,"1,440,000,000","990,905,787",,,,0,0,西南,四川,成都市,C 制造业,www.kelun.com
002423,*ST中特,中原特钢股份有限公司,"ZHONGYUAN SPECIAL STEEL CO.,LTD.",河南省济源市承留镇小寨村,002423,*ST中特,2010-06-03,"502,986,577","465,510,000",,,,0,0,华中,河南,焦作市,C 制造业,www.zssw.com
002424,贵州百灵,贵州百灵企业集团制药股份有限公司,"Guizhou Bailing Group Pharmaceutical Co., Ltd.",贵州省安顺市经济技术开发区西航大道,002424,贵州百灵,2010-06-03,"1,411,200,000","731,661,288",,,,0,0,西南,贵州,安顺市,C 制造业,www.gzbl.com
002425,凯撒文化,凯撒（中国）文化股份有限公司,"Kaiser (China) Culture Co., LTD",广东省汕头市龙湖珠津工业区珠津一街3号凯撒工业城,002425,凯撒文化,2010-06-08,"508,590,270","390,790,530",,,,0,0,华南,广东,汕头市,C 制造业,www.kaiser.com.cn
002426,胜利精密,苏州胜利精密制造科技股份有限公司,"Suzhou Victory Precision Manufacture Co.,Ltd.",江苏省苏州市高新区浒关工业园浒泾路55号,002426,胜利精密,2010-06-08,"3,421,275,069","1,945,144,268",,,,0,0,华东,江苏,苏州市,C 制造业,www.vicsz.com
002427,尤夫股份,浙江尤夫高新纤维股份有限公司,"Zhejiang Unifull Industrial Fiber Co.,Ltd.",浙江省湖州市和孚镇工业园区,002427,尤夫股份,2010-06-08,"398,154,658","398,147,952",,,,0,0,华东,浙江,湖州市,C 制造业,www.unifull.com
002428,云南锗业,云南临沧鑫圆锗业股份有限公司,"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",云南省临沧市临翔区忙畔街道办事处忙畔社区喜鹊窝组168号,002428,云南锗业,2010-06-08,"653,120,000","642,386,318",,,,0,0,西南,云南,临沧市,C 制造业,www.sino-ge.com
002429,兆驰股份,深圳市兆驰股份有限公司,"Shenzhen MTC Co.,LTD.",广东省深圳市龙岗区南湾街道下李朗社区李朗路一号兆驰创新产业园,002429,兆驰股份,2010-06-10,"1,810,870,743","1,588,599,078",,,,0,0,华南,广东,深圳市,C 制造业,www.szmtc.com.cn
002430,杭氧股份,杭州杭氧股份有限公司,"HANGZHOU HANGYANG CO.,LTD.",浙江省临安市青山湖街道东环路99号,002430,杭氧股份,2010-06-10,"831,776,000","810,008,160",,,,0,0,华东,浙江,临安市,C 制造业,www.hangyang.com
002431,棕榈股份,棕榈生态城镇发展股份有限公司,"PALM ECO-TOWN DEVELOPMENT CO., LTD.",广东省中山市小榄镇绩西祥丰中路21号,002431,棕榈股份,2010-06-10,"1,376,996,500","902,735,225",,,,0,0,华南,广东,中山市,E 建筑业,www.palm-la.com
002432,九安医疗,天津九安医疗电子股份有限公司,"Andon Health Co.,Ltd.",天津市南开区雅安道金平路3号,002432,九安医疗,2010-06-10,"432,805,921","372,000,000",,,,0,0,华北,天津,天津市,C 制造业,www.jiuan.com
002433,太安堂,广东太安堂药业股份有限公司,"Guangdong Taiantang Pharmaceutical Co., Ltd",广东省汕头市金园工业区11R2-2片区第1、2座,002433,太安堂,2010-06-18,"771,064,600","674,974,000",,,,0,0,华南,广东,汕头市,C 制造业,www.taiantang.net
002434,万里扬,浙江万里扬股份有限公司,"Zhejiang Wanliyang Co., Ltd.",浙江省金华市宾虹西路3999号,002434,万里扬,2010-06-18,"1,020,000,000","1,005,849,968",,,,0,0,华东,浙江,金华市,C 制造业,www.zjwly.com
002435,长江润发,长江润发机械股份有限公司,"CHANG JIANG RUNFA MACHINERY CO.,LTD.",江苏省张家港市金港镇镇山东路,002435,长江润发,2010-06-18,"490,776,795","183,730,011",,,,0,0,华东,江苏,苏州市,C 制造业,http://www.cjrfjx.com
002436,兴森科技,深圳市兴森快捷电路科技股份有限公司,"SHENZHEN FASTPRINT CIRCUIT TECH CO.,LTD.",广东省深圳市南山区深南路科技园工业厂房25栋1段3层,002436,兴森科技,2010-06-18,"1,487,907,504","973,245,375",,,,0,0,华南,广东,深圳市,C 制造业,www.chinafastprint.com
002437,誉衡药业,哈尔滨誉衡药业股份有限公司,"Harbin Gloria Pharmaceuticals Co., Ltd.",黑龙江省哈尔滨市利民经济技术开发区燕京路29号,002437,誉衡药业,2010-06-23,"2,198,290,350","2,145,446,664",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.gloria.cc
002438,江苏神通,江苏神通阀门股份有限公司,"Jiangsu Shentong Valve Co., Ltd",江苏省启东市南阳镇,002438,江苏神通,2010-06-23,"219,571,540","134,613,137",,,,0,0,华东,江苏,南通市,C 制造业,www.stfm.cn
002439,启明星辰,启明星辰信息技术集团股份有限公司,Venustech Group Inc.,北京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦一层,002439,启明星辰,2010-06-23,"868,942,274","558,909,328",,,,0,0,华北,北京,北京市,I 信息技术,www.venustech.com.cn
002440,闰土股份,浙江闰土股份有限公司,"Zhejiang Runtu Co.,LTD.",浙江省绍兴市上虞区道墟镇杜浦称山下,002440,闰土股份,2010-07-06,"767,000,000","616,100,127",,,,0,0,华东,浙江,绍兴市,C 制造业,www.runtuchem.com
002441,众业达,众业达电气股份有限公司,"ZHONGYEDA ELECTRIC CO.,LTD",广东省汕头市衡山路62号,002441,众业达,2010-07-06,"544,139,966","315,219,762",,,,0,0,华南,广东,汕头市,F 批发零售,www.zyd.cn
002442,龙星化工,龙星化工股份有限公司,"LONGXING CHEMICAL STOCK CO., LTD.",河北省沙河市东环路龙星街1号,002442,龙星化工,2010-07-06,"480,000,000","319,624,685",,,,0,0,华北,河北,邢台市,C 制造业,www.hb-lx.com.cn
